,coords_str,lat,lon,distance_to_center,p,q,r,dl_done,asian,european,fast,night_life,other,sweet,all
2295,-16_17_-1,48.865928892466115,2.329204244646263,2861,-16,17,-1,1.0,7.0,14.0,4.0,4.0,4.0,2.0,36.0
2296,-17_17_0,48.865416176218005,2.3278545099366545,2944,-17,17,0,1.0,5.0,14.0,3.0,5.0,3.0,3.0,34.0
2297,-18_17_1,48.8649034599699,2.326504775227046,3034,-18,17,1,1.0,4.0,14.0,3.0,7.0,2.0,4.0,35.0
2298,-19_17_2,48.86439074372177,2.325155040517437,3132,-19,17,2,1.0,1.0,8.0,3.0,5.0,1.0,3.0,22.0
2299,-20_17_3,48.86387802747365,2.3238053058078285,3235,-20,17,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0
2300,-21_17_4,48.863365311225536,2.3224555710982204,3345,-21,17,4,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0
2301,-22_17_5,48.862852594977426,2.3211058363886115,3459,-22,17,5,1.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0
2302,-23_17_6,48.862339878729294,2.319756101679003,3579,-23,17,6,1.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0
2303,-24_17_7,48.861827162481184,2.3184063669693944,3702,-24,17,7,1.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0
2304,-25_17_8,48.86131444623306,2.3170566322597863,3830,-25,17,8,1.0,0.0,6.0,1.0,1.0,0.0,0.0,9.0
2305,-26_17_9,48.86080172998494,2.3157068975501773,3961,-26,17,9,1.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0
2306,-27_17_10,48.86028901373682,2.314357162840569,4095,-27,17,10,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
2307,-28_17_11,48.85977629748871,2.3130074281309603,4232,-28,17,11,1.0,0.0,6.0,0.0,2.0,1.0,0.0,10.0
2308,-29_17_12,48.859263581240604,2.3116576934213517,4371,-29,17,12,1.0,0.0,11.0,2.0,4.0,2.0,1.0,21.0
2309,-30_17_13,48.858750864992466,2.310307958711743,4513,-30,17,13,1.0,0.0,12.0,3.0,4.0,2.0,2.0,24.0
2310,12_18_-30,48.88131037990967,2.3669968165153032,4529,12,18,-30,1.0,8.0,2.0,3.0,3.0,2.0,0.0,19.0
2311,11_18_-29,48.88079766366154,2.3656470818056943,4392,11,18,-29,1.0,4.0,3.0,0.0,2.0,3.0,0.0,13.0
2312,10_18_-28,48.880284947413436,2.3642973470960857,4256,10,18,-28,1.0,4.0,6.0,0.0,1.0,2.0,0.0,14.0
2313,9_18_-27,48.87977223116533,2.362947612386477,4124,9,18,-27,1.0,2.0,4.0,1.0,0.0,1.0,0.0,9.0
2314,8_18_-26,48.8792595149172,2.3615978776768687,3994,8,18,-26,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0
2315,7_18_-25,48.87874679866909,2.36024814296726,3869,7,18,-25,1.0,2.0,2.0,6.0,2.0,1.0,0.0,14.0
2316,6_18_-24,48.87823408242096,2.3588984082576507,3746,6,18,-24,1.0,5.0,1.0,6.0,4.0,3.0,0.0,20.0
2317,5_18_-23,48.87772136617285,2.3575486735480427,3629,5,18,-23,1.0,4.0,4.0,6.0,4.0,3.0,0.0,22.0
2318,4_18_-22,48.877208649924725,2.356198938838434,3515,4,18,-22,1.0,3.0,5.0,4.0,2.0,4.0,0.0,19.0
2319,3_18_-21,48.87669593367661,2.3548492041288256,3407,3,18,-21,1.0,5.0,3.0,1.0,5.0,5.0,1.0,21.0
2320,2_18_-20,48.87618321742849,2.3534994694192166,3304,2,18,-20,1.0,5.0,4.0,4.0,4.0,5.0,1.0,24.0
2321,1_18_-19,48.875670501180366,2.3521497347096085,3207,1,18,-19,1.0,8.0,7.0,4.0,3.0,4.0,1.0,28.0
2322,0_18_-18,48.87515778493226,2.3508,3117,0,18,-18,1.0,10.0,13.0,8.0,3.0,2.0,2.0,39.0
2323,-1_18_-17,48.87464506868414,2.3494502652903915,3034,-1,18,-17,1.0,7.0,15.0,6.0,2.0,0.0,1.0,32.0
2324,-2_18_-16,48.87413235243603,2.3481005305807834,2959,-2,18,-16,1.0,6.0,16.0,7.0,4.0,3.0,1.0,38.0
2325,-3_18_-15,48.8736196361879,2.3467507958711744,2893,-3,18,-15,1.0,9.0,14.0,5.0,6.0,4.0,1.0,40.0
2326,-4_18_-14,48.87310691993979,2.345401061161566,2835,-4,18,-14,1.0,10.0,14.0,8.0,5.0,5.0,2.0,45.0
2327,-5_18_-13,48.872594203691655,2.3440513264519574,2787,-5,18,-13,1.0,8.0,13.0,7.0,7.0,8.0,2.0,46.0
2328,-6_18_-12,48.872081487443545,2.3427015917423493,2749,-6,18,-12,1.0,6.0,8.0,8.0,5.0,8.0,2.0,38.0
2329,-7_18_-11,48.87156877119543,2.3413518570327403,2722,-7,18,-11,1.0,6.0,6.0,8.0,4.0,5.0,2.0,32.0
2330,-8_18_-10,48.87105605494731,2.340002122323132,2705,-8,18,-10,1.0,4.0,9.0,6.0,3.0,5.0,1.0,29.0
2331,-9_18_-9,48.870543338699186,2.338652387613523,2700,-9,18,-9,1.0,4.0,12.0,4.0,1.0,3.0,0.0,25.0
2332,-10_18_-8,48.87003062245107,2.3373026529039143,2705,-10,18,-8,1.0,10.0,13.0,7.0,0.0,1.0,3.0,35.0
2333,-11_18_-7,48.869517906202965,2.3359529181943057,2722,-11,18,-7,1.0,13.0,8.0,8.0,3.0,1.0,4.0,38.0
2334,-12_18_-6,48.86900518995483,2.3346031834846968,2749,-12,18,-6,1.0,15.0,8.0,11.0,4.0,3.0,4.0,46.0
2335,-13_18_-5,48.86849247370672,2.3332534487750887,2787,-13,18,-5,1.0,10.0,9.0,14.0,5.0,4.0,3.0,46.0
2336,-14_18_-4,48.8679797574586,2.33190371406548,2835,-14,18,-4,1.0,6.0,10.0,9.0,5.0,5.0,2.0,38.0
2337,-15_18_-3,48.86746704121048,2.330553979355872,2893,-15,18,-3,1.0,3.0,13.0,6.0,4.0,5.0,3.0,35.0
2338,-16_18_-2,48.86695432496237,2.329204244646263,2959,-16,18,-2,1.0,5.0,19.0,7.0,7.0,5.0,3.0,47.0
2339,-17_18_-1,48.86644160871425,2.3278545099366545,3034,-17,18,-1,1.0,5.0,16.0,2.0,5.0,4.0,3.0,36.0
2340,-18_18_0,48.865928892466115,2.326504775227046,3117,-18,18,0,1.0,4.0,15.0,4.0,5.0,3.0,4.0,36.0
2341,-19_18_1,48.865416176218005,2.325155040517437,3207,-19,18,1,1.0,1.0,12.0,3.0,6.0,2.0,3.0,28.0
2342,-20_18_2,48.8649034599699,2.3238053058078285,3304,-20,18,2,1.0,1.0,5.0,1.0,2.0,0.0,2.0,12.0
2343,-21_18_3,48.86439074372177,2.3224555710982204,3407,-21,18,3,1.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0
2344,-22_18_4,48.86387802747365,2.3211058363886115,3515,-22,18,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
2345,-23_18_5,48.863365311225536,2.319756101679003,3629,-23,18,5,1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0
2346,-24_18_6,48.862852594977426,2.3184063669693944,3746,-24,18,6,1.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0
2347,-25_18_7,48.862339878729294,2.3170566322597863,3869,-25,18,7,1.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0
2348,-26_18_8,48.861827162481184,2.3157068975501773,3994,-26,18,8,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0
2349,-27_18_9,48.86131444623306,2.314357162840569,4124,-27,18,9,1.0,0.0,3.0,2.0,2.0,0.0,0.0,8.0
2350,-28_18_10,48.86080172998494,2.3130074281309603,4256,-28,18,10,1.0,0.0,4.0,0.0,2.0,1.0,0.0,8.0
2351,-29_18_11,48.86028901373682,2.3116576934213517,4392,-29,18,11,1.0,0.0,10.0,2.0,4.0,2.0,1.0,20.0
2352,-30_18_12,48.85977629748871,2.310307958711743,4529,-30,18,12,1.0,0.0,14.0,3.0,4.0,2.0,2.0,26.0
2353,11_19_-30,48.88182309615779,2.3656470818056943,4553,11,19,-30,1.0,3.0,2.0,0.0,2.0,3.0,0.0,11.0
2354,10_19_-29,48.88131037990967,2.3642973470960857,4419,10,19,-29,1.0,3.0,5.0,1.0,0.0,2.0,0.0,12.0
2355,9_19_-28,48.88079766366154,2.362947612386477,4288,9,19,-28,1.0,2.0,5.0,1.0,0.0,1.0,0.0,10.0
2356,8_19_-27,48.880284947413436,2.3615978776768687,4160,8,19,-27,1.0,2.0,3.0,0.0,0.0,1.0,0.0,7.0
2357,7_19_-26,48.87977223116533,2.36024814296726,4036,7,19,-26,1.0,4.0,2.0,2.0,2.0,1.0,0.0,12.0
2358,6_19_-25,48.8792595149172,2.3588984082576507,3915,6,19,-25,1.0,4.0,5.0,4.0,2.0,1.0,0.0,17.0
2359,5_19_-24,48.87874679866909,2.3575486735480427,3798,5,19,-24,1.0,6.0,6.0,6.0,2.0,2.0,0.0,23.0
2360,4_19_-23,48.87823408242096,2.356198938838434,3686,4,19,-23,1.0,6.0,9.0,7.0,2.0,5.0,0.0,30.0
2361,3_19_-22,48.87772136617285,2.3548492041288256,3579,3,19,-22,1.0,7.0,8.0,2.0,1.0,4.0,0.0,23.0
2362,2_19_-21,48.877208649924725,2.3534994694192166,3477,2,19,-21,1.0,5.0,7.0,2.0,2.0,2.0,0.0,19.0
2363,1_19_-20,48.87669593367661,2.3521497347096085,3380,1,19,-20,1.0,7.0,7.0,4.0,1.0,2.0,1.0,23.0
2364,0_19_-19,48.87618321742849,2.3508,3290,0,19,-19,1.0,9.0,9.0,6.0,1.0,2.0,1.0,29.0
2365,-1_19_-18,48.875670501180366,2.3494502652903915,3207,-1,19,-18,1.0,9.0,16.0,7.0,3.0,1.0,1.0,38.0
2366,-2_19_-17,48.87515778493226,2.3481005305807834,3132,-2,19,-17,1.0,7.0,16.0,7.0,4.0,2.0,1.0,38.0
2367,-3_19_-16,48.87464506868414,2.3467507958711744,3064,-3,19,-16,1.0,7.0,15.0,7.0,4.0,5.0,1.0,40.0
2368,-4_19_-15,48.87413235243603,2.345401061161566,3004,-4,19,-15,1.0,9.0,13.0,7.0,6.0,7.0,1.0,44.0
2369,-5_19_-14,48.8736196361879,2.3440513264519574,2954,-5,19,-14,1.0,9.0,10.0,5.0,6.0,8.0,3.0,42.0
2370,-6_19_-13,48.87310691993979,2.3427015917423493,2913,-6,19,-13,1.0,10.0,12.0,7.0,7.0,10.0,3.0,50.0
2371,-7_19_-12,48.872594203691655,2.3413518570327403,2882,-7,19,-12,1.0,6.0,8.0,7.0,6.0,7.0,2.0,37.0
2372,-8_19_-11,48.872081487443545,2.340002122323132,2861,-8,19,-11,1.0,4.0,8.0,7.0,4.0,6.0,2.0,32.0
2373,-9_19_-10,48.87156877119543,2.338652387613523,2851,-9,19,-10,1.0,3.0,10.0,3.0,2.0,4.0,0.0,23.0
2374,-10_19_-9,48.87105605494731,2.3373026529039143,2851,-10,19,-9,1.0,3.0,7.0,3.0,0.0,0.0,1.0,15.0
2375,-11_19_-8,48.870543338699186,2.3359529181943057,2861,-11,19,-8,1.0,9.0,7.0,9.0,2.0,1.0,2.0,31.0
2376,-12_19_-7,48.87003062245107,2.3346031834846968,2882,-12,19,-7,1.0,8.0,8.0,7.0,3.0,1.0,3.0,31.0
2377,-13_19_-6,48.869517906202965,2.3332534487750887,2913,-13,19,-6,1.0,4.0,11.0,9.0,5.0,3.0,4.0,37.0
2378,-14_19_-5,48.86900518995483,2.33190371406548,2954,-14,19,-5,1.0,3.0,10.0,9.0,6.0,3.0,3.0,35.0
2379,-15_19_-4,48.86849247370672,2.330553979355872,3004,-15,19,-4,1.0,0.0,12.0,6.0,5.0,4.0,2.0,30.0
2380,-16_19_-3,48.8679797574586,2.329204244646263,3064,-16,19,-3,1.0,0.0,17.0,5.0,5.0,2.0,2.0,32.0
2381,-17_19_-2,48.86746704121048,2.3278545099366545,3132,-17,19,-2,1.0,2.0,22.0,3.0,7.0,3.0,3.0,41.0
2382,-18_19_-1,48.86695432496237,2.326504775227046,3207,-18,19,-1,1.0,2.0,18.0,4.0,6.0,2.0,3.0,36.0
2383,-19_19_0,48.86644160871425,2.325155040517437,3290,-19,19,0,1.0,1.0,14.0,4.0,4.0,2.0,3.0,29.0
2384,-20_19_1,48.865928892466115,2.3238053058078285,3380,-20,19,1,1.0,1.0,9.0,3.0,2.0,2.0,2.0,20.0
2385,-21_19_2,48.865416176218005,2.3224555710982204,3477,-21,19,2,1.0,0.0,4.0,0.0,2.0,1.0,1.0,9.0
2386,-22_19_3,48.8649034599699,2.3211058363886115,3579,-22,19,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2387,-23_19_4,48.86439074372177,2.319756101679003,3686,-23,19,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2388,-24_19_5,48.86387802747365,2.3184063669693944,3798,-24,19,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
2389,-25_19_6,48.863365311225536,2.3170566322597863,3915,-25,19,6,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0
2390,-26_19_7,48.862852594977426,2.3157068975501773,4036,-26,19,7,1.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0
2391,-27_19_8,48.862339878729294,2.314357162840569,4160,-27,19,8,1.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0
2392,-28_19_9,48.861827162481184,2.3130074281309603,4288,-28,19,9,1.0,0.0,3.0,3.0,3.0,0.0,0.0,10.0
2393,-29_19_10,48.86131444623306,2.3116576934213517,4419,-29,19,10,1.0,1.0,7.0,2.0,3.0,3.0,1.0,18.0
2394,-30_19_11,48.86080172998494,2.310307958711743,4553,-30,19,11,1.0,1.0,9.0,3.0,3.0,3.0,1.0,21.0
2395,10_20_-30,48.88233581240591,2.3642973470960857,4582,10,20,-30,1.0,2.0,1.0,1.0,0.0,2.0,0.0,7.0
2396,9_20_-29,48.88182309615779,2.362947612386477,4453,9,20,-29,1.0,3.0,3.0,1.0,0.0,1.0,0.0,9.0
2397,8_20_-28,48.88131037990967,2.3615978776768687,4326,8,20,-28,1.0,4.0,3.0,1.0,0.0,1.0,0.0,10.0
2398,7_20_-27,48.88079766366154,2.36024814296726,4203,7,20,-27,1.0,5.0,2.0,1.0,0.0,1.0,0.0,10.0
2399,6_20_-26,48.880284947413436,2.3588984082576507,4084,6,20,-26,1.0,3.0,5.0,2.0,1.0,1.0,0.0,13.0
2400,5_20_-25,48.87977223116533,2.3575486735480427,3968,5,20,-25,1.0,6.0,5.0,5.0,1.0,2.0,1.0,21.0
2401,4_20_-24,48.8792595149172,2.356198938838434,3857,4,20,-24,1.0,6.0,7.0,5.0,2.0,2.0,1.0,24.0
2402,3_20_-23,48.87874679866909,2.3548492041288256,3750,3,20,-23,1.0,4.0,13.0,5.0,2.0,3.0,1.0,29.0
2403,2_20_-22,48.87823408242096,2.3534994694192166,3649,2,20,-22,1.0,7.0,14.0,6.0,2.0,2.0,0.0,32.0
2404,1_20_-21,48.87772136617285,2.3521497347096085,3553,1,20,-21,1.0,5.0,11.0,2.0,2.0,2.0,0.0,23.0
2405,0_20_-20,48.877208649924725,2.3508,3464,0,20,-20,1.0,9.0,7.0,6.0,1.0,2.0,0.0,26.0
2406,-1_20_-19,48.87669593367661,2.3494502652903915,3380,-1,20,-19,1.0,9.0,13.0,7.0,1.0,1.0,1.0,33.0
2407,-2_20_-18,48.87618321742849,2.3481005305807834,3304,-2,20,-18,1.0,5.0,15.0,6.0,1.0,4.0,1.0,33.0
2408,-3_20_-17,48.875670501180366,2.3467507958711744,3235,-3,20,-17,1.0,10.0,18.0,8.0,3.0,4.0,3.0,47.0
2409,-4_20_-16,48.87515778493226,2.345401061161566,3174,-4,20,-16,1.0,8.0,15.0,7.0,3.0,9.0,3.0,46.0
2410,-5_20_-15,48.87464506868414,2.3440513264519574,3122,-5,20,-15,1.0,9.0,9.0,6.0,6.0,10.0,3.0,44.0
2411,-6_20_-14,48.87413235243603,2.3427015917423493,3078,-6,20,-14,1.0,9.0,8.0,10.0,6.0,8.0,1.0,43.0
2412,-7_20_-13,48.8736196361879,2.3413518570327403,3044,-7,20,-13,1.0,5.0,12.0,11.0,4.0,8.0,2.0,43.0
2413,-8_20_-12,48.87310691993979,2.340002122323132,3019,-8,20,-12,1.0,3.0,7.0,8.0,4.0,7.0,0.0,30.0
2414,-9_20_-11,48.872594203691655,2.338652387613523,3004,-9,20,-11,1.0,0.0,5.0,2.0,2.0,3.0,0.0,13.0
2415,-10_20_-10,48.872081487443545,2.3373026529039143,3000,-10,20,-10,1.0,1.0,6.0,3.0,1.0,2.0,2.0,16.0
2416,-11_20_-9,48.87156877119543,2.3359529181943057,3004,-11,20,-9,1.0,4.0,6.0,10.0,2.0,0.0,3.0,26.0
2417,-12_20_-8,48.87105605494731,2.3346031834846968,3019,-12,20,-8,1.0,6.0,7.0,10.0,3.0,0.0,2.0,29.0
2418,-13_20_-7,48.870543338699186,2.3332534487750887,3044,-13,20,-7,1.0,6.0,7.0,7.0,5.0,0.0,2.0,28.0
2419,-14_20_-6,48.87003062245107,2.33190371406548,3078,-14,20,-6,1.0,4.0,12.0,7.0,6.0,1.0,3.0,34.0
2420,-15_20_-5,48.869517906202965,2.330553979355872,3122,-15,20,-5,1.0,1.0,12.0,4.0,6.0,1.0,1.0,26.0
2421,-16_20_-4,48.86900518995483,2.329204244646263,3174,-16,20,-4,1.0,0.0,12.0,2.0,5.0,1.0,0.0,21.0
2422,-17_20_-3,48.86849247370672,2.3278545099366545,3235,-17,20,-3,1.0,0.0,15.0,5.0,5.0,1.0,2.0,29.0
2423,-18_20_-2,48.8679797574586,2.326504775227046,3304,-18,20,-2,1.0,1.0,18.0,6.0,5.0,2.0,3.0,36.0
2424,-19_20_-1,48.86746704121048,2.325155040517437,3380,-19,20,-1,1.0,1.0,14.0,6.0,4.0,1.0,2.0,29.0
2425,-20_20_0,48.86695432496237,2.3238053058078285,3464,-20,20,0,1.0,2.0,13.0,4.0,5.0,2.0,1.0,28.0
2426,-21_20_1,48.86644160871425,2.3224555710982204,3553,-21,20,1,1.0,1.0,5.0,2.0,4.0,2.0,1.0,16.0
2427,-22_20_2,48.865928892466115,2.3211058363886115,3649,-22,20,2,1.0,0.0,3.0,0.0,4.0,1.0,0.0,9.0
2428,-23_20_3,48.865416176218005,2.319756101679003,3750,-23,20,3,1.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0
2429,-24_20_4,48.8649034599699,2.3184063669693944,3857,-24,20,4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
2430,-25_20_5,48.86439074372177,2.3170566322597863,3968,-25,20,5,1.0,0.0,1.0,3.0,1.0,0.0,0.0,6.0
2431,-26_20_6,48.86387802747365,2.3157068975501773,4084,-26,20,6,1.0,0.0,2.0,3.0,2.0,0.0,0.0,8.0
2432,-27_20_7,48.863365311225536,2.314357162840569,4203,-27,20,7,1.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0
2433,-28_20_8,48.862852594977426,2.3130074281309603,4326,-28,20,8,1.0,0.0,2.0,3.0,3.0,0.0,0.0,9.0
2434,-29_20_9,48.862339878729294,2.3116576934213517,4453,-29,20,9,1.0,1.0,4.0,2.0,2.0,1.0,1.0,12.0
2435,-30_20_10,48.861827162481184,2.310307958711743,4582,-30,20,10,1.0,1.0,6.0,3.0,4.0,3.0,1.0,19.0
2436,9_21_-30,48.88284852865403,2.362947612386477,4618,9,21,-30,1.0,4.0,2.0,1.0,0.0,1.0,0.0,9.0
2437,8_21_-29,48.88233581240591,2.3615978776768687,4493,8,21,-29,1.0,5.0,1.0,1.0,0.0,1.0,0.0,9.0
2438,7_21_-28,48.88182309615779,2.36024814296726,4371,7,21,-28,1.0,5.0,1.0,1.0,0.0,1.0,0.0,9.0
2439,6_21_-27,48.88131037990967,2.3588984082576507,4253,6,21,-27,1.0,7.0,1.0,1.0,1.0,0.0,0.0,11.0
2440,5_21_-26,48.88079766366154,2.3575486735480427,4138,5,21,-26,1.0,4.0,5.0,5.0,1.0,0.0,1.0,17.0
2441,4_21_-25,48.880284947413436,2.356198938838434,4028,4,21,-25,1.0,6.0,6.0,7.0,2.0,2.0,1.0,25.0
2442,3_21_-24,48.87977223116533,2.3548492041288256,3923,3,21,-24,1.0,7.0,12.0,7.0,2.0,1.0,1.0,31.0
2443,2_21_-23,48.8792595149172,2.3534994694192166,3822,2,21,-23,1.0,3.0,9.0,0.0,0.0,0.0,0.0,13.0
2444,1_21_-22,48.87874679866909,2.3521497347096085,3726,1,21,-22,1.0,5.0,13.0,7.0,2.0,2.0,0.0,30.0
2445,0_21_-21,48.87823408242096,2.3508,3637,0,21,-21,1.0,6.0,10.0,5.0,1.0,2.0,0.0,25.0
2446,-1_21_-20,48.87772136617285,2.3494502652903915,3553,-1,21,-20,1.0,9.0,12.0,7.0,1.0,1.0,0.0,31.0
2447,-2_21_-19,48.877208649924725,2.3481005305807834,3477,-2,21,-19,1.0,6.0,14.0,6.0,2.0,2.0,1.0,32.0
2448,-3_21_-18,48.87669593367661,2.3467507958711744,3407,-3,21,-18,1.0,6.0,12.0,8.0,1.0,5.0,3.0,36.0
2449,-4_21_-17,48.87618321742849,2.345401061161566,3345,-4,21,-17,1.0,6.0,12.0,6.0,3.0,4.0,3.0,35.0
2450,-5_21_-16,48.875670501180366,2.3440513264519574,3290,-5,21,-16,1.0,8.0,10.0,4.0,5.0,9.0,3.0,40.0
2451,-6_21_-15,48.87515778493226,2.3427015917423493,3244,-6,21,-15,1.0,10.0,9.0,10.0,6.0,9.0,3.0,48.0
2452,-7_21_-14,48.87464506868414,2.3413518570327403,3207,-7,21,-14,1.0,7.0,12.0,12.0,6.0,6.0,1.0,45.0
2453,-8_21_-13,48.87413235243603,2.340002122323132,3179,-8,21,-13,1.0,4.0,10.0,12.0,4.0,7.0,1.0,39.0
2454,-9_21_-12,48.8736196361879,2.338652387613523,3160,-9,21,-12,1.0,1.0,10.0,11.0,3.0,3.0,1.0,30.0
2455,-10_21_-11,48.87310691993979,2.3373026529039143,3151,-10,21,-11,1.0,3.0,10.0,10.0,2.0,2.0,1.0,29.0
2456,-11_21_-10,48.872594203691655,2.3359529181943057,3151,-11,21,-10,1.0,3.0,8.0,8.0,2.0,1.0,2.0,25.0
2457,-12_21_-9,48.872081487443545,2.3346031834846968,3160,-12,21,-9,1.0,4.0,6.0,11.0,2.0,0.0,3.0,27.0
2458,-13_21_-8,48.87156877119543,2.3332534487750887,3179,-13,21,-8,1.0,5.0,5.0,10.0,3.0,0.0,4.0,28.0
2459,-14_21_-7,48.87105605494731,2.33190371406548,3207,-14,21,-7,1.0,2.0,8.0,5.0,3.0,0.0,2.0,21.0
2460,-15_21_-6,48.870543338699186,2.330553979355872,3244,-15,21,-6,1.0,0.0,12.0,4.0,4.0,1.0,0.0,22.0
2461,-16_21_-5,48.87003062245107,2.329204244646263,3290,-16,21,-5,1.0,0.0,13.0,3.0,5.0,1.0,0.0,23.0
2462,-17_21_-4,48.869517906202965,2.3278545099366545,3345,-17,21,-4,1.0,0.0,15.0,4.0,3.0,1.0,1.0,25.0
2463,-18_21_-3,48.86900518995483,2.326504775227046,3407,-18,21,-3,1.0,0.0,15.0,7.0,3.0,2.0,2.0,30.0
2464,-19_21_-2,48.86849247370672,2.325155040517437,3477,-19,21,-2,1.0,1.0,14.0,6.0,2.0,1.0,3.0,28.0
2465,-20_21_-1,48.8679797574586,2.3238053058078285,3553,-20,21,-1,1.0,1.0,10.0,4.0,4.0,2.0,3.0,25.0
2466,-21_21_0,48.86746704121048,2.3224555710982204,3637,-21,21,0,1.0,1.0,7.0,2.0,5.0,2.0,2.0,20.0
2467,-22_21_1,48.86695432496237,2.3211058363886115,3726,-22,21,1,1.0,1.0,3.0,2.0,5.0,1.0,0.0,13.0
2468,-23_21_2,48.86644160871425,2.319756101679003,3822,-23,21,2,1.0,1.0,3.0,0.0,4.0,1.0,0.0,10.0
2469,-24_21_3,48.865928892466115,2.3184063669693944,3923,-24,21,3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0
2470,-25_21_4,48.865416176218005,2.3170566322597863,4028,-25,21,4,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0
2471,-26_21_5,48.8649034599699,2.3157068975501773,4138,-26,21,5,1.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0
2472,-27_21_6,48.86439074372177,2.314357162840569,4253,-27,21,6,1.0,0.0,2.0,4.0,3.0,0.0,0.0,10.0
2473,-28_21_7,48.86387802747365,2.3130074281309603,4371,-28,21,7,1.0,0.0,2.0,3.0,3.0,0.0,0.0,9.0
2474,-29_21_8,48.863365311225536,2.3116576934213517,4493,-29,21,8,1.0,1.0,1.0,2.0,2.0,1.0,0.0,8.0
2475,-30_21_9,48.862852594977426,2.310307958711743,4618,-30,21,9,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0
2476,8_22_-30,48.883361244902154,2.3615978776768687,4660,8,22,-30,1.0,6.0,2.0,3.0,0.0,1.0,0.0,13.0
2477,7_22_-29,48.88284852865403,2.36024814296726,4539,7,22,-29,1.0,6.0,1.0,3.0,0.0,1.0,0.0,12.0
2478,6_22_-28,48.88233581240591,2.3588984082576507,4422,6,22,-28,1.0,8.0,0.0,3.0,0.0,0.0,0.0,12.0
2479,5_22_-27,48.88182309615779,2.3575486735480427,4309,5,22,-27,1.0,7.0,1.0,4.0,0.0,0.0,1.0,14.0
2480,4_22_-26,48.88131037990967,2.356198938838434,4199,4,22,-26,1.0,4.0,5.0,6.0,0.0,1.0,1.0,18.0
2481,3_22_-25,48.88079766366154,2.3548492041288256,4095,3,22,-25,1.0,3.0,6.0,0.0,0.0,0.0,0.0,10.0
2482,2_22_-24,48.880284947413436,2.3534994694192166,3994,2,22,-24,1.0,1.0,7.0,0.0,0.0,0.0,0.0,9.0
2483,1_22_-23,48.87977223116533,2.3521497347096085,3900,1,22,-23,1.0,1.0,8.0,0.0,0.0,0.0,0.0,10.0
2484,0_22_-22,48.8792595149172,2.3508,3810,0,22,-22,1.0,3.0,9.0,2.0,0.0,1.0,0.0,16.0
2485,-1_22_-21,48.87874679866909,2.3494502652903915,3726,-1,22,-21,1.0,4.0,11.0,5.0,1.0,1.0,0.0,23.0
2486,-2_22_-20,48.87823408242096,2.3481005305807834,3649,-2,22,-20,1.0,7.0,13.0,5.0,1.0,1.0,1.0,29.0
2487,-3_22_-19,48.87772136617285,2.3467507958711744,3579,-3,22,-19,1.0,8.0,12.0,6.0,2.0,4.0,3.0,36.0
2488,-4_22_-18,48.877208649924725,2.345401061161566,3515,-4,22,-18,1.0,4.0,11.0,3.0,2.0,4.0,3.0,28.0
2489,-5_22_-17,48.87669593367661,2.3440513264519574,3459,-5,22,-17,1.0,6.0,10.0,3.0,3.0,7.0,2.0,32.0
2490,-6_22_-16,48.87618321742849,2.3427015917423493,3411,-6,22,-16,1.0,9.0,9.0,7.0,5.0,9.0,3.0,43.0
2491,-7_22_-15,48.875670501180366,2.3413518570327403,3371,-7,22,-15,1.0,7.0,9.0,12.0,6.0,7.0,3.0,45.0
2492,-8_22_-14,48.87515778493226,2.340002122323132,3340,-8,22,-14,1.0,5.0,9.0,11.0,7.0,7.0,1.0,41.0
2493,-9_22_-13,48.87464506868414,2.338652387613523,3318,-9,22,-13,1.0,3.0,10.0,10.0,3.0,3.0,1.0,31.0
2494,-10_22_-12,48.87413235243603,2.3373026529039143,3304,-10,22,-12,1.0,1.0,8.0,11.0,3.0,2.0,1.0,27.0
